<<<<<<< HEAD
point	title	description	icon
10,20	my orange title	my orange description	http://www.myiconfinder.com/uploads/iconsets/256-256-a5485b563efc4511e0cd8bd04ad0fe9e.png
2,4	my aqua title	my aqua description	http://www.myiconfinder.com/uploads/iconsets/256-256-a5485b563efc4511e0cd8bd04ad0fe9e.png
42,-71	my purple title	my purple description<br/>is great	http://www.myiconfinder.com/uploads/iconsets/256-256-a5485b563efc4511e0cd8bd04ad0fe9e.png
=======
lat	lon	title	description	iconOffset
51.5277286	-0.0984688	point number 3766	point number 3766	-10,-25
51.5287286	-0.0984688	point number 3767	point number 3767	-10,-25
51.5297286	-0.0984688	point number 3768	point number 3768	-10,-25
51.5307286	-0.0984688	point number 3769	point number 3769	-10,-25
51.5317286	-0.0984688	point number 3770	point number 3770	-10,-25
51.5327286	-0.0984688	point number 3771	point number 3771	-10,-25
51.5337286	-0.0984688	point number 3772	point number 3772	-10,-25
51.5347286	-0.0984688	point number 3773	point number 3773	-10,-25
51.5357286	-0.0984688	point number 3774	point number 3774	-10,-25
51.5367286	-0.0984688	point number 3775	point number 3775	-10,-25
51.5377286	-0.0984688	point number 3776	point number 3776	-10,-25
51.5387286	-0.0984688	point number 3777	point number 3777	-10,-25
51.5397286	-0.0984688	point number 3778	point number 3778	-10,-25
51.5407286	-0.0984688	point number 3779	point number 3779	-10,-25
51.5417286	-0.0984688	point number 3780	point number 3780	-10,-25
51.4727286	-0.0969688	point number 3781	point number 3781	-10,-25
51.4737286	-0.0969688	point number 3782	point number 3782	-10,-25
51.4747286	-0.0969688	point number 3783	point number 3783	-10,-25
51.4757286	-0.0969688	point number 3784	point number 3784	-10,-25
51.4767286	-0.0969688	point number 3785	point number 3785	-10,-25
51.4777286	-0.0969688	point number 3786	point number 3786	-10,-25
51.4787286	-0.0969688	point number 3787	point number 3787	-10,-25
51.4797286	-0.0969688	point number 3788	point number 3788	-10,-25
51.4807286	-0.0969688	point number 3789	point number 3789	-10,-25
51.4817286	-0.0969688	point number 3790	point number 3790	-10,-25
51.4827286	-0.0969688	point number 3791	point number 3791	-10,-25
51.4837286	-0.0969688	point number 3792	point number 3792	-10,-25
51.4847286	-0.0969688	point number 3793	point number 3793	-10,-25
51.4857286	-0.0969688	point number 3794	point number 3794	-10,-25
51.4867286	-0.0969688	point number 3795	point number 3795	-10,-25
51.4877286	-0.0969688	point number 3796	point number 3796	-10,-25
51.4887286	-0.0969688	point number 3797	point number 3797	-10,-25
51.4897286	-0.0969688	point number 3798	point number 3798	-10,-25
51.4907286	-0.0969688	point number 3799	point number 3799	-10,-25
51.4917286	-0.0969688	point number 3800	point number 3800	-10,-25
51.4927286	-0.0969688	point number 3801	point number 3801	-10,-25
51.4937286	-0.0969688	point number 3802	point number 3802	-10,-25
51.4947286	-0.0969688	point number 3803	point number 3803	-10,-25
51.4957286	-0.0969688	point number 3804	point number 3804	-10,-25
51.4967286	-0.0969688	point number 3805	point number 3805	-10,-25
51.4977286	-0.0969688	point number 3806	point number 3806	-10,-25
51.4987286	-0.0969688	point number 3807	point number 3807	-10,-25
51.4997286	-0.0969688	point number 3808	point number 3808	-10,-25
51.5007286	-0.0969688	point number 3809	point number 3809	-10,-25
51.5017286	-0.0969688	point number 3810	point number 3810	-10,-25
51.5027286	-0.0969688	point number 3811	point number 3811	-10,-25
51.5037286	-0.0969688	point number 3812	point number 3812	-10,-25
51.5047286	-0.0969688	point number 3813	point number 3813	-10,-25
51.5057286	-0.0969688	point number 3814	point number 3814	-10,-25
51.5067286	-0.0969688	point number 3815	point number 3815	-10,-25
51.5077286	-0.0969688	point number 3816	point number 3816	-10,-25
51.5087286	-0.0969688	point number 3817	point number 3817	-10,-25
51.5097286	-0.0969688	point number 3818	point number 3818	-10,-25
51.5107286	-0.0969688	point number 3819	point number 3819	-10,-25
51.5117286	-0.0969688	point number 3820	point number 3820	-10,-25
51.5127286	-0.0969688	point number 3821	point number 3821	-10,-25
51.5137286	-0.0969688	point number 3822	point number 3822	-10,-25
51.5147286	-0.0969688	point number 3823	point number 3823	-10,-25
51.5157286	-0.0969688	point number 3824	point number 3824	-10,-25
51.5167286	-0.0969688	point number 3825	point number 3825	-10,-25
51.5177286	-0.0969688	point number 3826	point number 3826	-10,-25
51.5187286	-0.0969688	point number 3827	point number 3827	-10,-25
51.5197286	-0.0969688	point number 3828	point number 3828	-10,-25
51.5207286	-0.0969688	point number 3829	point number 3829	-10,-25
51.5217286	-0.0969688	point number 3830	point number 3830	-10,-25
51.5227286	-0.0969688	point number 3831	point number 3831	-10,-25
51.5237286	-0.0969688	point number 3832	point number 3832	-10,-25
51.5247286	-0.0969688	point number 3833	point number 3833	-10,-25
51.5257286	-0.0969688	point number 3834	point number 3834	-10,-25
51.5267286	-0.0969688	point number 3835	point number 3835	-10,-25
51.5277286	-0.0969688	point number 3836	point number 3836	-10,-25
51.5287286	-0.0969688	point number 3837	point number 3837	-10,-25
51.5297286	-0.0969688	point number 3838	point number 3838	-10,-25
51.5307286	-0.0969688	point number 3839	point number 3839	-10,-25
51.5317286	-0.0969688	point number 3840	point number 3840	-10,-25
51.5327286	-0.0969688	point number 3841	point number 3841	-10,-25
51.5337286	-0.0969688	point number 3842	point number 3842	-10,-25
51.5347286	-0.0969688	point number 3843	point number 3843	-10,-25
51.5357286	-0.0969688	point number 3844	point number 3844	-10,-25
51.5367286	-0.0969688	point number 3845	point number 3845	-10,-25
51.5377286	-0.0969688	point number 3846	point number 3846	-10,-25
51.5387286	-0.0969688	point number 3847	point number 3847	-10,-25
51.5397286	-0.0969688	point number 3848	point number 3848	-10,-25
51.5407286	-0.0969688	point number 3849	point number 3849	-10,-25
51.5417286	-0.0969688	point number 3850	point number 3850	-10,-25
51.4727286	-0.0954688	point number 3851	point number 3851	-10,-25
51.4737286	-0.0954688	point number 3852	point number 3852	-10,-25
51.4747286	-0.0954688	point number 3853	point number 3853	-10,-25
51.4757286	-0.0954688	point number 3854	point number 3854	-10,-25
51.4767286	-0.0954688	point number 3855	point number 3855	-10,-25
51.4777286	-0.0954688	point number 3856	point number 3856	-10,-25
51.4787286	-0.0954688	point number 3857	point number 3857	-10,-25
51.4797286	-0.0954688	point number 3858	point number 3858	-10,-25
51.4807286	-0.0954688	point number 3859	point number 3859	-10,-25
51.4817286	-0.0954688	point number 3860	point number 3860	-10,-25
51.4827286	-0.0954688	point number 3861	point number 3861	-10,-25
51.4837286	-0.0954688	point number 3862	point number 3862	-10,-25
51.4847286	-0.0954688	point number 3863	point number 3863	-10,-25
51.4857286	-0.0954688	point number 3864	point number 3864	-10,-25
51.4867286	-0.0954688	point number 3865	point number 3865	-10,-25
51.4877286	-0.0954688	point number 3866	point number 3866	-10,-25
51.4887286	-0.0954688	point number 3867	point number 3867	-10,-25
51.4897286	-0.0954688	point number 3868	point number 3868	-10,-25
51.4907286	-0.0954688	point number 3869	point number 3869	-10,-25
51.4917286	-0.0954688	point number 3870	point number 3870	-10,-25
51.4927286	-0.0954688	point number 3871	point number 3871	-10,-25
51.4937286	-0.0954688	point number 3872	point number 3872	-10,-25
51.4947286	-0.0954688	point number 3873	point number 3873	-10,-25
51.4957286	-0.0954688	point number 3874	point number 3874	-10,-25
51.4967286	-0.0954688	point number 3875	point number 3875	-10,-25
51.4977286	-0.0954688	point number 3876	point number 3876	-10,-25
51.4987286	-0.0954688	point number 3877	point number 3877	-10,-25
51.4997286	-0.0954688	point number 3878	point number 3878	-10,-25
51.5007286	-0.0954688	point number 3879	point number 3879	-10,-25
51.5017286	-0.0954688	point number 3880	point number 3880	-10,-25
51.5027286	-0.0954688	point number 3881	point number 3881	-10,-25
51.5037286	-0.0954688	point number 3882	point number 3882	-10,-25
51.5047286	-0.0954688	point number 3883	point number 3883	-10,-25
51.5057286	-0.0954688	point number 3884	point number 3884	-10,-25
51.5067286	-0.0954688	point number 3885	point number 3885	-10,-25
51.5077286	-0.0954688	point number 3886	point number 3886	-10,-25
51.5087286	-0.0954688	point number 3887	point number 3887	-10,-25
51.5097286	-0.0954688	point number 3888	point number 3888	-10,-25
51.5107286	-0.0954688	point number 3889	point number 3889	-10,-25
51.5117286	-0.0954688	point number 3890	point number 3890	-10,-25
51.5127286	-0.0954688	point number 3891	point number 3891	-10,-25
51.5137286	-0.0954688	point number 3892	point number 3892	-10,-25
51.5147286	-0.0954688	point number 3893	point number 3893	-10,-25
51.5157286	-0.0954688	point number 3894	point number 3894	-10,-25
51.5167286	-0.0954688	point number 3895	point number 3895	-10,-25
51.5177286	-0.0954688	point number 3896	point number 3896	-10,-25
51.5187286	-0.0954688	point number 3897	point number 3897	-10,-25
51.5197286	-0.0954688	point number 3898	point number 3898	-10,-25
51.5207286	-0.0954688	point number 3899	point number 3899	-10,-25
51.5217286	-0.0954688	point number 3900	point number 3900	-10,-25
51.5227286	-0.0954688	point number 3901	point number 3901	-10,-25
51.5237286	-0.0954688	point number 3902	point number 3902	-10,-25
51.5247286	-0.0954688	point number 3903	point number 3903	-10,-25
51.5257286	-0.0954688	point number 3904	point number 3904	-10,-25
51.5267286	-0.0954688	point number 3905	point number 3905	-10,-25
51.5277286	-0.0954688	point number 3906	point number 3906	-10,-25
51.5287286	-0.0954688	point number 3907	point number 3907	-10,-25
51.5297286	-0.0954688	point number 3908	point number 3908	-10,-25
51.5307286	-0.0954688	point number 3909	point number 3909	-10,-25
51.5317286	-0.0954688	point number 3910	point number 3910	-10,-25
51.5327286	-0.0954688	point number 3911	point number 3911	-10,-25
51.5337286	-0.0954688	point number 3912	point number 3912	-10,-25
51.5347286	-0.0954688	point number 3913	point number 3913	-10,-25
51.5357286	-0.0954688	point number 3914	point number 3914	-10,-25
51.5367286	-0.0954688	point number 3915	point number 3915	-10,-25
51.5377286	-0.0954688	point number 3916	point number 3916	-10,-25
51.5387286	-0.0954688	point number 3917	point number 3917	-10,-25
51.5397286	-0.0954688	point number 3918	point number 3918	-10,-25
51.5407286	-0.0954688	point number 3919	point number 3919	-10,-25
51.5417286	-0.0954688	point number 3920	point number 3920	-10,-25
51.4727286	-0.0939688	point number 3921	point number 3921	-10,-25
51.4737286	-0.0939688	point number 3922	point number 3922	-10,-25
51.4747286	-0.0939688	point number 3923	point number 3923	-10,-25
51.4757286	-0.0939688	point number 3924	point number 3924	-10,-25
51.4767286	-0.0939688	point number 3925	point number 3925	-10,-25
51.4777286	-0.0939688	point number 3926	point number 3926	-10,-25
51.4787286	-0.0939688	point number 3927	point number 3927	-10,-25
51.4797286	-0.0939688	point number 3928	point number 3928	-10,-25
51.4807286	-0.0939688	point number 3929	point number 3929	-10,-25
51.4817286	-0.0939688	point number 3930	point number 3930	-10,-25
51.4827286	-0.0939688	point number 3931	point number 3931	-10,-25
51.4837286	-0.0939688	point number 3932	point number 3932	-10,-25
51.4847286	-0.0939688	point number 3933	point number 3933	-10,-25
51.4857286	-0.0939688	point number 3934	point number 3934	-10,-25
51.4867286	-0.0939688	point number 3935	point number 3935	-10,-25
51.4877286	-0.0939688	point number 3936	point number 3936	-10,-25
51.4887286	-0.0939688	point number 3937	point number 3937	-10,-25
51.4897286	-0.0939688	point number 3938	point number 3938	-10,-25
51.4907286	-0.0939688	point number 3939	point number 3939	-10,-25
51.4917286	-0.0939688	point number 3940	point number 3940	-10,-25
51.4927286	-0.0939688	point number 3941	point number 3941	-10,-25
51.4937286	-0.0939688	point number 3942	point number 3942	-10,-25
51.4947286	-0.0939688	point number 3943	point number 3943	-10,-25
51.4957286	-0.0939688	point number 3944	point number 3944	-10,-25
51.4967286	-0.0939688	point number 3945	point number 3945	-10,-25
51.4977286	-0.0939688	point number 3946	point number 3946	-10,-25
51.4987286	-0.0939688	point number 3947	point number 3947	-10,-25
51.4997286	-0.0939688	point number 3948	point number 3948	-10,-25
51.5007286	-0.0939688	point number 3949	point number 3949	-10,-25
51.5017286	-0.0939688	point number 3950	point number 3950	-10,-25
51.5027286	-0.0939688	point number 3951	point number 3951	-10,-25
51.5037286	-0.0939688	point number 3952	point number 3952	-10,-25
51.5047286	-0.0939688	point number 3953	point number 3953	-10,-25
51.5057286	-0.0939688	point number 3954	point number 3954	-10,-25
51.5067286	-0.0939688	point number 3955	point number 3955	-10,-25
51.5077286	-0.0939688	point number 3956	point number 3956	-10,-25
51.5087286	-0.0939688	point number 3957	point number 3957	-10,-25
51.5097286	-0.0939688	point number 3958	point number 3958	-10,-25
51.5107286	-0.0939688	point number 3959	point number 3959	-10,-25
51.5117286	-0.0939688	point number 3960	point number 3960	-10,-25
51.5127286	-0.0939688	point number 3961	point number 3961	-10,-25
51.5137286	-0.0939688	point number 3962	point number 3962	-10,-25
51.5147286	-0.0939688	point number 3963	point number 3963	-10,-25
51.5157286	-0.0939688	point number 3964	point number 3964	-10,-25
51.5167286	-0.0939688	point number 3965	point number 3965	-10,-25
51.5177286	-0.0939688	point number 3966	point number 3966	-10,-25
51.5187286	-0.0939688	point number 3967	point number 3967	-10,-25
51.5197286	-0.0939688	point number 3968	point number 3968	-10,-25
51.5207286	-0.0939688	point number 3969	point number 3969	-10,-25
51.5217286	-0.0939688	point number 3970	point number 3970	-10,-25
51.5227286	-0.0939688	point number 3971	point number 3971	-10,-25
51.5237286	-0.0939688	point number 3972	point number 3972	-10,-25
51.5247286	-0.0939688	point number 3973	point number 3973	-10,-25
51.5257286	-0.0939688	point number 3974	point number 3974	-10,-25
51.5267286	-0.0939688	point number 3975	point number 3975	-10,-25
51.5277286	-0.0939688	point number 3976	point number 3976	-10,-25
51.5287286	-0.0939688	point number 3977	point number 3977	-10,-25
51.5297286	-0.0939688	point number 3978	point number 3978	-10,-25
51.5307286	-0.0939688	point number 3979	point number 3979	-10,-25
51.5317286	-0.0939688	point number 3980	point number 3980	-10,-25
51.5327286	-0.0939688	point number 3981	point number 3981	-10,-25
51.5337286	-0.0939688	point number 3982	point number 3982	-10,-25
51.5347286	-0.0939688	point number 3983	point number 3983	-10,-25
51.5357286	-0.0939688	point number 3984	point number 3984	-10,-25
51.5367286	-0.0939688	point number 3985	point number 3985	-10,-25
51.5377286	-0.0939688	point number 3986	point number 3986	-10,-25
51.5387286	-0.0939688	point number 3987	point number 3987	-10,-25
51.5397286	-0.0939688	point number 3988	point number 3988	-10,-25
51.5407286	-0.0939688	point number 3989	point number 3989	-10,-25
51.5417286	-0.0939688	point number 3990	point number 3990	-10,-25
51.4727286	-0.0924688	point number 3991	point number 3991	-10,-25
51.4737286	-0.0924688	point number 3992	point number 3992	-10,-25
51.4747286	-0.0924688	point number 3993	point number 3993	-10,-25
51.4757286	-0.0924688	point number 3994	point number 3994	-10,-25
51.4767286	-0.0924688	point number 3995	point number 3995	-10,-25
51.4777286	-0.0924688	point number 3996	point number 3996	-10,-25
51.4787286	-0.0924688	point number 3997	point number 3997	-10,-25
51.4797286	-0.0924688	point number 3998	point number 3998	-10,-25
51.4807286	-0.0924688	point number 3999	point number 3999	-10,-25
51.4817286	-0.0924688	point number 4000	point number 4000	-10,-25
51.4827286	-0.0924688	point number 4001	point number 4001	-10,-25
51.4837286	-0.0924688	point number 4002	point number 4002	-10,-25
51.4847286	-0.0924688	point number 4003	point number 4003	-10,-25
51.4857286	-0.0924688	point number 4004	point number 4004	-10,-25
51.4867286	-0.0924688	point number 4005	point number 4005	-10,-25
51.4877286	-0.0924688	point number 4006	point number 4006	-10,-25
51.4887286	-0.0924688	point number 4007	point number 4007	-10,-25
51.4897286	-0.0924688	point number 4008	point number 4008	-10,-25
51.4907286	-0.0924688	point number 4009	point number 4009	-10,-25
51.4917286	-0.0924688	point number 4010	point number 4010	-10,-25
51.4927286	-0.0924688	point number 4011	point number 4011	-10,-25
51.4937286	-0.0924688	point number 4012	point number 4012	-10,-25
51.4947286	-0.0924688	point number 4013	point number 4013	-10,-25
51.4957286	-0.0924688	point number 4014	point number 4014	-10,-25
51.4967286	-0.0924688	point number 4015	point number 4015	-10,-25
51.4977286	-0.0924688	point number 4016	point number 4016	-10,-25
51.4987286	-0.0924688	point number 4017	point number 4017	-10,-25
51.4997286	-0.0924688	point number 4018	point number 4018	-10,-25
51.5007286	-0.0924688	point number 4019	point number 4019	-10,-25
51.5017286	-0.0924688	point number 4020	point number 4020	-10,-25
51.5027286	-0.0924688	point number 4021	point number 4021	-10,-25
51.5037286	-0.0924688	point number 4022	point number 4022	-10,-25
51.5047286	-0.0924688	point number 4023	point number 4023	-10,-25
51.5057286	-0.0924688	point number 4024	point number 4024	-10,-25
51.5067286	-0.0924688	point number 4025	point number 4025	-10,-25
51.5077286	-0.0924688	point number 4026	point number 4026	-10,-25
51.5087286	-0.0924688	point number 4027	point number 4027	-10,-25
51.5097286	-0.0924688	point number 4028	point number 4028	-10,-25
51.5107286	-0.0924688	point number 4029	point number 4029	-10,-25
51.5117286	-0.0924688	point number 4030	point number 4030	-10,-25
51.5127286	-0.0924688	point number 4031	point number 4031	-10,-25
51.5137286	-0.0924688	point number 4032	point number 4032	-10,-25
51.5147286	-0.0924688	point number 4033	point number 4033	-10,-25
51.5157286	-0.0924688	point number 4034	point number 4034	-10,-25
51.5167286	-0.0924688	point number 4035	point number 4035	-10,-25
51.5177286	-0.0924688	point number 4036	point number 4036	-10,-25
51.5187286	-0.0924688	point number 4037	point number 4037	-10,-25
51.5197286	-0.0924688	point number 4038	point number 4038	-10,-25
51.5207286	-0.0924688	point number 4039	point number 4039	-10,-25
51.5217286	-0.0924688	point number 4040	point number 4040	-10,-25
51.5227286	-0.0924688	point number 4041	point number 4041	-10,-25
51.5237286	-0.0924688	point number 4042	point number 4042	-10,-25
51.5247286	-0.0924688	point number 4043	point number 4043	-10,-25
51.5257286	-0.0924688	point number 4044	point number 4044	-10,-25
51.5267286	-0.0924688	point number 4045	point number 4045	-10,-25
51.5277286	-0.0924688	point number 4046	point number 4046	-10,-25
51.5287286	-0.0924688	point number 4047	point number 4047	-10,-25
51.5297286	-0.0924688	point number 4048	point number 4048	-10,-25
51.5307286	-0.0924688	point number 4049	point number 4049	-10,-25
51.5317286	-0.0924688	point number 4050	point number 4050	-10,-25
51.5327286	-0.0924688	point number 4051	point number 4051	-10,-25
51.5337286	-0.0924688	point number 4052	point number 4052	-10,-25
51.5347286	-0.0924688	point number 4053	point number 4053	-10,-25
51.5357286	-0.0924688	point number 4054	point number 4054	-10,-25
51.5367286	-0.0924688	point number 4055	point number 4055	-10,-25
51.5377286	-0.0924688	point number 4056	point number 4056	-10,-25
51.5387286	-0.0924688	point number 4057	point number 4057	-10,-25
51.5397286	-0.0924688	point number 4058	point number 4058	-10,-25
51.5407286	-0.0924688	point number 4059	point number 4059	-10,-25
51.5417286	-0.0924688	point number 4060	point number 4060	-10,-25
51.4727286	-0.0909688	point number 4061	point number 4061	-10,-25
51.4737286	-0.0909688	point number 4062	point number 4062	-10,-25
51.4747286	-0.0909688	point number 4063	point number 4063	-10,-25
51.4757286	-0.0909688	point number 4064	point number 4064	-10,-25
51.4767286	-0.0909688	point number 4065	point number 4065	-10,-25
51.4777286	-0.0909688	point number 4066	point number 4066	-10,-25
51.4787286	-0.0909688	point number 4067	point number 4067	-10,-25
51.4797286	-0.0909688	point number 4068	point number 4068	-10,-25
51.4807286	-0.0909688	point number 4069	point number 4069	-10,-25
51.4817286	-0.0909688	point number 4070	point number 4070	-10,-25
51.4827286	-0.0909688	point number 4071	point number 4071	-10,-25
51.4837286	-0.0909688	point number 4072	point number 4072	-10,-25
51.4847286	-0.0909688	point number 4073	point number 4073	-10,-25
51.4857286	-0.0909688	point number 4074	point number 4074	-10,-25
51.4867286	-0.0909688	point number 4075	point number 4075	-10,-25
51.4877286	-0.0909688	point number 4076	point number 4076	-10,-25
51.4887286	-0.0909688	point number 4077	point number 4077	-10,-25
51.4897286	-0.0909688	point number 4078	point number 4078	-10,-25
51.4907286	-0.0909688	point number 4079	point number 4079	-10,-25
51.4917286	-0.0909688	point number 4080	point number 4080	-10,-25
51.4927286	-0.0909688	point number 4081	point number 4081	-10,-25
51.4937286	-0.0909688	point number 4082	point number 4082	-10,-25
51.4947286	-0.0909688	point number 4083	point number 4083	-10,-25
51.4957286	-0.0909688	point number 4084	point number 4084	-10,-25
51.4967286	-0.0909688	point number 4085	point number 4085	-10,-25
51.4977286	-0.0909688	point number 4086	point number 4086	-10,-25
51.4987286	-0.0909688	point number 4087	point number 4087	-10,-25
51.4997286	-0.0909688	point number 4088	point number 4088	-10,-25
51.5007286	-0.0909688	point number 4089	point number 4089	-10,-25
51.5017286	-0.0909688	point number 4090	point number 4090	-10,-25
51.5027286	-0.0909688	point number 4091	point number 4091	-10,-25
51.5037286	-0.0909688	point number 4092	point number 4092	-10,-25
51.5047286	-0.0909688	point number 4093	point number 4093	-10,-25
51.5057286	-0.0909688	point number 4094	point number 4094	-10,-25
51.5067286	-0.0909688	point number 4095	point number 4095	-10,-25
51.5077286	-0.0909688	point number 4096	point number 4096	-10,-25
51.5087286	-0.0909688	point number 4097	point number 4097	-10,-25
51.5097286	-0.0909688	point number 4098	point number 4098	-10,-25
51.5107286	-0.0909688	point number 4099	point number 4099	-10,-25
51.5117286	-0.0909688	point number 4100	point number 4100	-10,-25
51.5127286	-0.0909688	point number 4101	point number 4101	-10,-25
51.5137286	-0.0909688	point number 4102	point number 4102	-10,-25
51.5147286	-0.0909688	point number 4103	point number 4103	-10,-25
51.5157286	-0.0909688	point number 4104	point number 4104	-10,-25
51.5167286	-0.0909688	point number 4105	point number 4105	-10,-25
51.5177286	-0.0909688	point number 4106	point number 4106	-10,-25
51.5187286	-0.0909688	point number 4107	point number 4107	-10,-25
51.5197286	-0.0909688	point number 4108	point number 4108	-10,-25
51.5207286	-0.0909688	point number 4109	point number 4109	-10,-25
51.5217286	-0.0909688	point number 4110	point number 4110	-10,-25
51.5227286	-0.0909688	point number 4111	point number 4111	-10,-25
51.5237286	-0.0909688	point number 4112	point number 4112	-10,-25
51.5247286	-0.0909688	point number 4113	point number 4113	-10,-25
51.5257286	-0.0909688	point number 4114	point number 4114	-10,-25
51.5267286	-0.0909688	point number 4115	point number 4115	-10,-25
51.5277286	-0.0909688	point number 4116	point number 4116	-10,-25
51.5287286	-0.0909688	point number 4117	point number 4117	-10,-25
51.5297286	-0.0909688	point number 4118	point number 4118	-10,-25
51.5307286	-0.0909688	point number 4119	point number 4119	-10,-25
51.5317286	-0.0909688	point number 4120	point number 4120	-10,-25
51.5327286	-0.0909688	point number 4121	point number 4121	-10,-25
51.5337286	-0.0909688	point number 4122	point number 4122	-10,-25
51.5347286	-0.0909688	point number 4123	point number 4123	-10,-25
51.5357286	-0.0909688	point number 4124	point number 4124	-10,-25
51.5367286	-0.0909688	point number 4125	point number 4125	-10,-25
51.5377286	-0.0909688	point number 4126	point number 4126	-10,-25
51.5387286	-0.0909688	point number 4127	point number 4127	-10,-25
51.5397286	-0.0909688	point number 4128	point number 4128	-10,-25
51.5407286	-0.0909688	point number 4129	point number 4129	-10,-25
51.5417286	-0.0909688	point number 4130	point number 4130	-10,-25
51.4727286	-0.0894688	point number 4131	point number 4131	-10,-25
51.4737286	-0.0894688	point number 4132	point number 4132	-10,-25
51.4747286	-0.0894688	point number 4133	point number 4133	-10,-25
51.4757286	-0.0894688	point number 4134	point number 4134	-10,-25
51.4767286	-0.0894688	point number 4135	point number 4135	-10,-25
51.4777286	-0.0894688	point number 4136	point number 4136	-10,-25
51.4787286	-0.0894688	point number 4137	point number 4137	-10,-25
51.4797286	-0.0894688	point number 4138	point number 4138	-10,-25
51.4807286	-0.0894688	point number 4139	point number 4139	-10,-25
51.4817286	-0.0894688	point number 4140	point number 4140	-10,-25
51.4827286	-0.0894688	point number 4141	point number 4141	-10,-25
51.4837286	-0.0894688	point number 4142	point number 4142	-10,-25
51.4847286	-0.0894688	point number 4143	point number 4143	-10,-25
51.4857286	-0.0894688	point number 4144	point number 4144	-10,-25
51.4867286	-0.0894688	point number 4145	point number 4145	-10,-25
51.4877286	-0.0894688	point number 4146	point number 4146	-10,-25
51.4887286	-0.0894688	point number 4147	point number 4147	-10,-25
51.4897286	-0.0894688	point number 4148	point number 4148	-10,-25
51.4907286	-0.0894688	point number 4149	point number 4149	-10,-25
51.4917286	-0.0894688	point number 4150	point number 4150	-10,-25
51.4927286	-0.0894688	point number 4151	point number 4151	-10,-25
51.4937286	-0.0894688	point number 4152	point number 4152	-10,-25
51.4947286	-0.0894688	point number 4153	point number 4153	-10,-25
51.4957286	-0.0894688	point number 4154	point number 4154	-10,-25
51.4967286	-0.0894688	point number 4155	point number 4155	-10,-25
51.4977286	-0.0894688	point number 4156	point number 4156	-10,-25
51.4987286	-0.0894688	point number 4157	point number 4157	-10,-25
51.4997286	-0.0894688	point number 4158	point number 4158	-10,-25
51.5007286	-0.0894688	point number 4159	point number 4159	-10,-25
51.5017286	-0.0894688	point number 4160	point number 4160	-10,-25
51.5027286	-0.0894688	point number 4161	point number 4161	-10,-25
51.5037286	-0.0894688	point number 4162	point number 4162	-10,-25
51.5047286	-0.0894688	point number 4163	point number 4163	-10,-25
51.5057286	-0.0894688	point number 4164	point number 4164	-10,-25
51.5067286	-0.0894688	point number 4165	point number 4165	-10,-25
51.5077286	-0.0894688	point number 4166	point number 4166	-10,-25
51.5087286	-0.0894688	point number 4167	point number 4167	-10,-25
51.5097286	-0.0894688	point number 4168	point number 4168	-10,-25
51.5107286	-0.0894688	point number 4169	point number 4169	-10,-25
51.5117286	-0.0894688	point number 4170	point number 4170	-10,-25
51.5127286	-0.0894688	point number 4171	point number 4171	-10,-25
51.5137286	-0.0894688	point number 4172	point number 4172	-10,-25
51.5147286	-0.0894688	point number 4173	point number 4173	-10,-25
51.5157286	-0.0894688	point number 4174	point number 4174	-10,-25
51.5167286	-0.0894688	point number 4175	point number 4175	-10,-25
51.5177286	-0.0894688	point number 4176	point number 4176	-10,-25
51.5187286	-0.0894688	point number 4177	point number 4177	-10,-25
51.5197286	-0.0894688	point number 4178	point number 4178	-10,-25
51.5207286	-0.0894688	point number 4179	point number 4179	-10,-25
51.5217286	-0.0894688	point number 4180	point number 4180	-10,-25
51.5227286	-0.0894688	point number 4181	point number 4181	-10,-25
51.5237286	-0.0894688	point number 4182	point number 4182	-10,-25
51.5247286	-0.0894688	point number 4183	point number 4183	-10,-25
51.5257286	-0.0894688	point number 4184	point number 4184	-10,-25
51.5267286	-0.0894688	point number 4185	point number 4185	-10,-25
51.5277286	-0.0894688	point number 4186	point number 4186	-10,-25
51.5287286	-0.0894688	point number 4187	point number 4187	-10,-25
51.5297286	-0.0894688	point number 4188	point number 4188	-10,-25
51.5307286	-0.0894688	point number 4189	point number 4189	-10,-25
51.5317286	-0.0894688	point number 4190	point number 4190	-10,-25
51.5327286	-0.0894688	point number 4191	point number 4191	-10,-25
51.5337286	-0.0894688	point number 4192	point number 4192	-10,-25
51.5347286	-0.0894688	point number 4193	point number 4193	-10,-25
51.5357286	-0.0894688	point number 4194	point number 4194	-10,-25
51.5367286	-0.0894688	point number 4195	point number 4195	-10,-25
51.5377286	-0.0894688	point number 4196	point number 4196	-10,-25
51.5387286	-0.0894688	point number 4197	point number 4197	-10,-25
51.5397286	-0.0894688	point number 4198	point number 4198	-10,-25
51.5407286	-0.0894688	point number 4199	point number 4199	-10,-25
51.5417286	-0.0894688	point number 4200	point number 4200	-10,-25
51.4727286	-0.0879688	point number 4201	point number 4201	-10,-25
51.4737286	-0.0879688	point number 4202	point number 4202	-10,-25
51.4747286	-0.0879688	point number 4203	point number 4203	-10,-25
51.4757286	-0.0879688	point number 4204	point number 4204	-10,-25
51.4767286	-0.0879688	point number 4205	point number 4205	-10,-25
51.4777286	-0.0879688	point number 4206	point number 4206	-10,-25
51.4787286	-0.0879688	point number 4207	point number 4207	-10,-25
51.4797286	-0.0879688	point number 4208	point number 4208	-10,-25
